zipcode,business_id,Mexican,American (Traditional),Pizza,American (New),Burgers,Italian,Chinese,Salad,Sports Bars,Seafood,Japanese,Barbeque,Mediterranean,Sushi Bars,Asian Fusion,Steakhouses,Greek,Tex-Mex,Thai,Vietnamese,Indian,Middle Eastern,Southern,Latin American,Hawaiian,Korean,French,Caribbean,Pakistani,Ramen,New Mexican Cuisine,Modern European,Spanish,African,Cantonese,Persian/Iranian,Filipino,Cuban,Mongolian,Lebanese,Polish,Taiwanese,German,Turkish,Ethiopian,Brazilian,Afghan,zipcode,total_pop,occupied_housing_units,white_pop,afam_pop,amindian_pop,asian_pop,hawaiian_pop,other_race,male,female,median_income,median_age,under_18,above_18,walkscore,ffall,stars,review_count,ffall_category,CuisineCombined
85032,#NAME?,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,85032,65485,25991,51453,1821,846,1809,118,7502,32618,32867,48608,35.2,15539,49191,48,26,4.5,24,0,136
85051,BaVtTt9pBoI8rrN35tsj_g,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85051,40375,14174,25849,2608,1256,1545,97,7371,20242,20133,38864,32.9,11299,28912,50,487,3.5,126,3,14
85008,pr4ZaLR1Zxi7InMCPYMm-A,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85008,56145,19676,30274,5360,2249,894,141,14909,29146,26999,34677,27.5,17187,38019,51,628,3.5,52,4,7
85034,dMnaB67cC4AIWtQvnbYjTQ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85034,5582,1629,2850,636,202,59,3,1627,3014,2568,24046,31.7,1713,3201,61,18,1.5,3,0,2
85051,gJ7WFBtT3uSkI5eP9NlKrQ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85051,40375,14174,25849,2608,1256,1545,97,7371,20242,20133,38864,32.9,11299,28912,50,17,3.5,13,0,3
85023,XLeEhsUbkiUMv8yxvageyw,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85023,31274,12451,23674,1211,507,1051,58,3705,15535,15739,51483,34.8,7731,23472,36,58,2,16,1,5
85048,GLObol9ZkKPQOQ1LMsqkew,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85048,33449,12613,27017,1548,356,2333,68,900,16411,17038,98382,39.1,8940,24475,43.12195122,243,4,175,2,18
85029,L98yev_7So-Tgx82IsjVeA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85029,43233,16370,31121,2082,1096,1086,84,6160,21328,21905,42224,33.2,11210,31624,41,35,1.5,17,1,5
85048,Rpdq7PHGvpSWQcYwuHlgUA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85048,33449,12613,27017,1548,356,2333,68,900,16411,17038,98382,39.1,8940,24475,43.12195122,100,3.5,12,2,19
85042,RdK6dhy4lOb2taNp-WrHjQ,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85042,40962,13247,19377,7076,1055,974,102,10711,20390,20572,46676,30.8,12063,28422,35,123,4,60,2,38
85008,aKpFO1C0-1MlirhCffUt-w,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85008,56145,19676,30274,5360,2249,894,141,14909,29146,26999,34677,27.5,17187,38019,51,8,4.5,8,0,1
85003,VrIskBdLuRxS0HsSimJOhA,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85003,9369,3900,5931,1024,252,114,22,1696,5844,3525,45615,31.7,1474,5987,73,2562,3,317,5,11
85009,ijrYGyXY_BNQLb3nNMQvPw,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85009,52520,12153,24795,2534,1385,249,39,21650,28808,23712,23302,25.6,17094,28366,46,21,2,5,0,5
85012,J07TDs6qnTIaxm48EL1cKQ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85012,6390,3139,5013,364,185,168,5,464,3338,3052,55542,41.9,1014,5113,66,5762,4,1057,5,63
85020,rT8DwZu7pvuWKRM1nwVuug,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85020,32850,15114,25739,1197,677,697,42,3480,16163,16687,48257,41.2,6686,25754,52,49,3,35,1,7
85033,dC2Uku3Q41gSTjc2WnZZAA,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85033,53037,13573,28819,2716,920,444,67,18109,26504,26533,35571,25,20177,32843,43,1,1.5,5,0,9
85015,fYjSmncFNMdDdBK3uJpKEQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85015,37644,13420,22310,3153,1893,1962,113,6497,19013,18631,30661,30.5,11365,26089,53,86,4,50,1,28
85008,vh3ymzbLEkqPHw0-IouMEw,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85008,56145,19676,30274,5360,2249,894,141,14909,29146,26999,34677,27.5,17187,38019,51,8,3.5,3,0,10
85027,fyFmamI9xY0_OOgH6tO3pg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85027,37140,15117,29276,1124,549,2271,90,2639,18850,18290,50427,32.8,8594,28479,26,68,4,45,1,1
85016,qraqnnpchUfx-vMiTfgcNw,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85016,33896,15969,24248,1625,1265,989,36,4491,16976,16920,51245,37.5,6915,26737,57,545,4,147,4,4
85022,4j0WfdS_lHG9uSH7cd1PFg,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85022,46395,20596,37995,1738,714,1446,54,3100,22366,24029,48600,38.2,9625,36653,42,202,3.5,209,2,9
85044,rBqek2924sBTjW1qE2ci2Q,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85044,37993,16978,29788,2490,857,1890,78,1499,18647,19346,70860,37.9,7969,29958,36,277,3.5,60,2,2
85029,nsEO3MRzYLKfgtID7gvArw,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85029,43233,16370,31121,2082,1096,1086,84,6160,21328,21905,42224,33.2,11210,31624,41,227,3,101,2,1
85034,E25-2ssHwsajyGtsllMXaA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85034,5582,1629,2850,636,202,59,3,1627,3014,2568,24046,31.7,1713,3201,61,544,3.5,368,4,23
85042,#NAME?,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85042,40962,13247,19377,7076,1055,974,102,10711,20390,20572,46676,30.8,12063,28422,35,148,2.5,35,2,7
85008,sU1sSEOHvd4ex72miOKMEQ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85008,56145,19676,30274,5360,2249,894,141,14909,29146,26999,34677,27.5,17187,38019,51,74,3.5,28,1,4
85013,333W59XcrXZsJlnBAAx5mQ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85013,19314,9168,14167,1348,768,607,37,1728,9859,9455,50182,38.9,3718,15358,62,402,4,221,3,1
85013,My2gfKUwiCGKg8flMw9yBw,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85013,19314,9168,14167,1348,768,607,37,1728,9859,9455,50182,38.9,3718,15358,62,172,2,19,2,5
85016,UmJU-v1Hoh8myeQmCwFI2A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85016,33896,15969,24248,1625,1265,989,36,4491,16976,16920,51245,37.5,6915,26737,57,6,3.5,5,0,1
85016,PepLYiTk-2j6Nb8JFVT9gQ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85016,33896,15969,24248,1625,1265,989,36,4491,16976,16920,51245,37.5,6915,26737,57,7,2,6,0,3
85014,AueEbb9kao4lt6CYt06hqw,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85014,24782,11766,16713,1597,1477,499,34,3476,12685,12097,43682,36.2,5299,19202,60,510,4,227,4,33
85054,LuZKuFPkQE35MhYmFoL7-g,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85054,5384,2967,4636,173,34,293,5,104,2663,2721,76413,35.2,738,4633,14,75,3.5,60,1,4
85042,omKjpmCjeuby5VSkndApPQ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85042,40962,13247,19377,7076,1055,974,102,10711,20390,20572,46676,30.8,12063,28422,35,50,1.5,8,1,5
85029,SZxNQQiFzvS9qgodVWNcog,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85029,43233,16370,31121,2082,1096,1086,84,6160,21328,21905,42224,33.2,11210,31624,41,116,3,22,2,7
85016,RCPHBbYAXRghejIdSVW4Rw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85016,33896,15969,24248,1625,1265,989,36,4491,16976,16920,51245,37.5,6915,26737,57,15,4,18,0,17
85003,Ns20WGWn6s6niKAGIQB4UQ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85003,9369,3900,5931,1024,252,114,22,1696,5844,3525,45615,31.7,1474,5987,73,4651,4,527,5,1
85013,eZhrK4eAn47tNEDXwFr8OA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85013,19314,9168,14167,1348,768,607,37,1728,9859,9455,50182,38.9,3718,15358,62,436,3.5,118,3,5
85022,uTlDVK8-7VwpLhHnCRTCLg,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85022,46395,20596,37995,1738,714,1446,54,3100,22366,24029,48600,38.2,9625,36653,42,20,3,50,0,17
85029,67sq73gTdgHN0atGtIgDtA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85029,43233,16370,31121,2082,1096,1086,84,6160,21328,21905,42224,33.2,11210,31624,41,19,2,24,0,7
85051,VyVIneSU7XAWgMBllI6LnQ,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85051,40375,14174,25849,2608,1256,1545,97,7371,20242,20133,38864,32.9,11299,28912,50,7410,4.5,2267,5,16
85032,2G8YLx7J8du260jFNjIjZQ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85032,65485,25991,51453,1821,846,1809,118,7502,32618,32867,48608,35.2,15539,49191,48,84,4,54,1,1
85032,s7LncUuPc9yaZ7wDsIALGg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85032,65485,25991,51453,1821,846,1809,118,7502,32618,32867,48608,35.2,15539,49191,48,49,2.5,8,1,17
85016,1ku0t5u7dCAE0g-pZDQdAw,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85016,33896,15969,24248,1625,1265,989,36,4491,16976,16920,51245,37.5,6915,26737,57,450,4,93,3,5
85016,l-Cu_WkJt5R1v71ecYeqsA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85016,33896,15969,24248,1625,1265,989,36,4491,16976,16920,51245,37.5,6915,26737,57,577,3.5,226,4,4
85016,nn4ZkIZTCd7jJhxs-P9tHA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85016,33896,15969,24248,1625,1265,989,36,4491,16976,16920,51245,37.5,6915,26737,57,1004,3.5,276,5,5
85008,urIrpc65a9q1UgendPq0QA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85008,56145,19676,30274,5360,2249,894,141,14909,29146,26999,34677,27.5,17187,38019,51,2,4.5,7,0,1
85018,Gra55w4glYeli9KmK_Id8w,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85018,36065,16763,29523,1194,741,721,44,2739,17821,18244,56653,40.2,7651,28347,52,136,3.5,25,2,4
85033,ySkrz264l39YRcZ2-48C1g,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85033,53037,13573,28819,2716,920,444,67,18109,26504,26533,35571,25,20177,32843,43,118,3.5,31,2,1
85034,3nzK3K-Dfo1L6mpB8FTKkw,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85034,5582,1629,2850,636,202,59,3,1627,3014,2568,24046,31.7,1713,3201,61,247,2.5,90,2,33
85032,fofvWyHAEq6Yew-Je4bcgw,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85032,65485,25991,51453,1821,846,1809,118,7502,32618,32867,48608,35.2,15539,49191,48,33,3,19,1,40
85034,ptUbbnxWgfgO9-0dFDnWmA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85034,5582,1629,2850,636,202,59,3,1627,3014,2568,24046,31.7,1713,3201,61,73,1.5,11,1,5
85051,jC2AF31_Zba7yb0ZKWnfpA,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85051,40375,14174,25849,2608,1256,1545,97,7371,20242,20133,38864,32.9,11299,28912,50,38,2.5,10,1,13
85027,ePkouyI6uFc9ifEzvxD4jw,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85027,37140,15117,29276,1124,549,2271,90,2639,18850,18290,50427,32.8,8594,28479,26,29,2,15,0,3
85016,fmyo8-JBOu5bjczEsLJyBA,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85016,33896,15969,24248,1625,1265,989,36,4491,16976,16920,51245,37.5,6915,26737,57,262,3.5,45,2,16
85032,YiuI4YHJnrl9898gE50_ow,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85032,65485,25991,51453,1821,846,1809,118,7502,32618,32867,48608,35.2,15539,49191,48,161,4,92,2,4
85031,GbLdYTOMHqaCLDTSlgC1lw,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85031,30493,7612,14552,1586,559,258,39,12343,15278,15215,23832,25.1,11373,19093,48,10,3.5,13,0,7
85016,uhyDNWYRSsom3VrFgOgP_w,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85016,33896,15969,24248,1625,1265,989,36,4491,16976,16920,51245,37.5,6915,26737,57,178,4,88,2,13
85016,-o0xWAEO-C2oqlyt9TO8qg,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85016,33896,15969,24248,1625,1265,989,36,4491,16976,16920,51245,37.5,6915,26737,57,188,4,41,2,12
85016,a7GomHLPBvkDzmH1D3e8vA,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85016,33896,15969,24248,1625,1265,989,36,4491,16976,16920,51245,37.5,6915,26737,57,99,4,14,1,9
85015,vltL2SreTEeAiI4qLWUdnQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85015,37644,13420,22310,3153,1893,1962,113,6497,19013,18631,30661,30.5,11365,26089,53,77,3.5,59,1,22
85032,Sav4EJZSG7p--09DTHt5mg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85032,65485,25991,51453,1821,846,1809,118,7502,32618,32867,48608,35.2,15539,49191,48,9,4,13,0,1
85032,UcaLZaIwz5P0PXRT15AdeA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85032,65485,25991,51453,1821,846,1809,118,7502,32618,32867,48608,35.2,15539,49191,48,3,2.5,14,0,4
85034,0h5yI6np7weAVH0jsjHqPw,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85034,5582,1629,2850,636,202,59,3,1627,3014,2568,24046,31.7,1713,3201,61,282,3,106,2,9
85037,Hh1I-rRuM1MwpyT0IuvXMw,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85037,44771,12774,23343,3556,763,1349,70,13683,22244,22527,50224,26.8,15662,29079,29,22,4.5,17,0,1
85006,L7os7OGSQ2_evJRLvQg9dw,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85006,25742,8565,13463,1305,751,266,35,8935,13315,12427,29903,29.3,8003,17095,64,82,3,16,1,5
85027,URa75T-A1QvjMUFNIPyukQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85027,37140,15117,29276,1124,549,2271,90,2639,18850,18290,50427,32.8,8594,28479,26,389,4.5,138,3,40
85021,CrM_FY9NIoDWudQYHlO7UQ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85021,37743,15001,24772,2617,1748,1408,70,5722,18978,18765,37595,33.1,9712,27481,51,61,4.5,22,1,7
85044,NBtUS6ihgRMbrk0s8g3RUw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85044,37993,16978,29788,2490,857,1890,78,1499,18647,19346,70860,37.9,7969,29958,36,289,4.5,124,2,34
85016,yHBhLawYmIthUPLbUXK5kw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85016,33896,15969,24248,1625,1265,989,36,4491,16976,16920,51245,37.5,6915,26737,57,541,3.5,163,4,24
85016,#NAME?,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85016,33896,15969,24248,1625,1265,989,36,4491,16976,16920,51245,37.5,6915,26737,57,585,3.5,95,4,1
85004,crPt12dF0zMQiZ_nUAQvLg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85004,4965,2195,3265,432,201,132,6,740,2646,2319,34595,30.8,538,3258,78,21,3.5,27,0,4
85004,xsFeeqZS6PoVvwseEefzEw,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85004,4965,2195,3265,432,201,132,6,740,2646,2319,34595,30.8,538,3258,78,9,3.5,112,0,6
85034,PzItDWhnWrViLmAXQuMASQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85034,5582,1629,2850,636,202,59,3,1627,3014,2568,24046,31.7,1713,3201,61,34,4.5,31,1,40
85044,KOA3EA_eFxiRz5P2lAmM_Q,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85044,37993,16978,29788,2490,857,1890,78,1499,18647,19346,70860,37.9,7969,29958,36,453,4,87,3,4
85042,bX0xK2LM1Yz1Gbv0BGlIPA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85042,40962,13247,19377,7076,1055,974,102,10711,20390,20572,46676,30.8,12063,28422,35,82,4,31,1,23
85016,Szcr-yMxq76zRaSTUapAcw,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85016,33896,15969,24248,1625,1265,989,36,4491,16976,16920,51245,37.5,6915,26737,57,61,3.5,25,1,1
85004,pjpUOlJLlkIxBZ5BquA2PA,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85004,4965,2195,3265,432,201,132,6,740,2646,2319,34595,30.8,538,3258,78,1555,4.5,638,5,9
