,zipcode,business_id,Mexican,American (Traditional),Pizza,American (New),Burgers,Italian,Chinese,Salad,Sports Bars,Seafood,Japanese,Barbeque,Mediterranean,Sushi Bars,Asian Fusion,Steakhouses,Greek,Tex-Mex,Thai,Vietnamese,Indian,Middle Eastern,Southern,Latin American,Hawaiian,Korean,French,Caribbean,Pakistani,Ramen,New Mexican Cuisine,Modern European,Spanish,African,Cantonese,Persian/Iranian,Filipino,Cuban,Mongolian,Lebanese,Polish,Taiwanese,German,Turkish,Ethiopian,Brazilian,Afghan,zipcode,total_pop,occupied_housing_units,white_pop,afam_pop,amindian_pop,hawaiian_pop,other_race,male,female,median_income,median_age,under_18,above_18,PCT0050002,PCT0050003,PCT0050004,PCT0050005,PCT0050006,PCT0050007,PCT0050008,PCT0050009,PCT0050010,PCT0050011,PCT0050012,PCT0050013,PCT0050014,PCT0050015,PCT0050016,PCT0050017,PCT0050018,PCT0050019,PCT0050020,walkscore
3382,85034,3e8eoaLIRYqPOZOlUFVMjw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85034,5582.0,1629.0,2850.0,636.0,202.0,3.0,1627.0,3014.0,2568.0,24046.0,31.7,1713.0,3201.0,16.0,0.0,0.0,0.0,5.0,11.0,15.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,61.0
3383,85250,eVNKGHD1H5vFYPqT9QjoHQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85250,15906.0,8178.0,14624.0,208.0,87.0,19.0,302.0,7286.0,8620.0,63538.0,47.4,2164.0,13714.0,69.0,1.0,0.0,9.0,0.0,75.0,45.0,0.0,1.0,29.0,41.0,4.0,0.0,1.0,0.0,0.0,1.0,5.0,21.0,43.1219512195122
3384,85281,RdSYqIwDUWLFU4-sdF3JNw,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85281,57348.0,22071.0,39671.0,3148.0,1739.0,170.0,6243.0,31214.0,26134.0,31921.0,23.5,7139.0,40763.0,1238.0,40.0,0.0,9.0,45.0,1216.0,268.0,0.0,38.0,141.0,333.0,26.0,9.0,18.0,48.0,19.0,140.0,41.0,254.0,43.1219512195122
3385,85044,Xdzd_3-eh0sxCZOXGhEWkw,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85044,37993.0,16978.0,29788.0,2490.0,857.0,78.0,1499.0,18647.0,19346.0,70860.0,37.9,7969.0,29958.0,550.0,11.0,0.0,10.0,16.0,284.0,327.0,0.0,24.0,151.0,227.0,10.0,7.0,13.0,37.0,0.0,29.0,22.0,114.0,36.0
3386,85044,_LNVUUb8bTvOxfUNABf0xA,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85044,37993.0,16978.0,29788.0,2490.0,857.0,78.0,1499.0,18647.0,19346.0,70860.0,37.9,7969.0,29958.0,550.0,11.0,0.0,10.0,16.0,284.0,327.0,0.0,24.0,151.0,227.0,10.0,7.0,13.0,37.0,0.0,29.0,22.0,114.0,36.0
3387,85016,pT6TCNUSRdswUZ8wQ5JEpA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85016,33896.0,15969.0,24248.0,1625.0,1265.0,36.0,4491.0,16976.0,16920.0,51245.0,37.5,6915.0,26737.0,341.0,3.0,0.0,13.0,2.0,153.0,192.0,0.0,3.0,47.0,58.0,3.0,1.0,9.0,17.0,3.0,7.0,12.0,84.0,57.0
3388,85225,fcAohmQ8G6p9XUWI348gTQ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85225,69810.0,25025.0,46397.0,3796.0,1551.0,171.0,11845.0,34409.0,35401.0,56272.0,31.2,19653.0,49971.0,575.0,27.0,3.0,0.0,56.0,604.0,648.0,0.0,19.0,128.0,264.0,18.0,5.0,13.0,54.0,3.0,31.0,53.0,617.0,43.1219512195122
3389,85281,s1500k_u6yScouzQ-RUb6A,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85281,57348.0,22071.0,39671.0,3148.0,1739.0,170.0,6243.0,31214.0,26134.0,31921.0,23.5,7139.0,40763.0,1238.0,40.0,0.0,9.0,45.0,1216.0,268.0,0.0,38.0,141.0,333.0,26.0,9.0,18.0,48.0,19.0,140.0,41.0,254.0,43.1219512195122
3390,85303,o9k4l0uD02EdsbVio_XbGQ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85303,30310.0,8567.0,15801.0,2548.0,583.0,56.0,8582.0,14988.0,15322.0,48711.0,28.0,10439.0,19741.0,87.0,0.0,0.0,11.0,25.0,101.0,345.0,0.0,5.0,21.0,50.0,18.0,0.0,0.0,0.0,5.0,6.0,47.0,610.0,43.1219512195122
3391,85213,7IVaamfpMdyVQVkhO9ntEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85213,31797.0,11443.0,27570.0,674.0,383.0,86.0,1719.0,15627.0,16170.0,57612.0,39.0,8393.0,23227.0,148.0,3.0,0.0,2.0,1.0,108.0,111.0,0.0,2.0,39.0,44.0,6.0,1.0,0.0,5.0,3.0,7.0,22.0,65.0,43.1219512195122
3392,85204,cDAaBYERHyhOoX7EovtZMw,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85204,60885.0,20016.0,41824.0,1691.0,1224.0,359.0,12550.0,30837.0,30048.0,46433.0,29.4,18516.0,42193.0,43.0,12.0,0.0,1.0,7.0,96.0,209.0,3.0,2.0,78.0,41.0,6.0,0.0,0.0,20.0,1.0,5.0,28.0,165.0,43.1219512195122
3393,85206,7I6heMTBTG3i_M6zZYJQRQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85206,33154.0,15249.0,28570.0,950.0,342.0,64.0,1777.0,15227.0,17927.0,46361.0,46.6,6008.0,26679.0,103.0,2.0,0.0,0.0,1.0,111.0,199.0,2.0,6.0,45.0,58.0,3.0,0.0,6.0,1.0,0.0,3.0,20.0,60.0,43.1219512195122
3394,85206,hTZSfBGXMeNq0_1_6jdVAQ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85206,33154.0,15249.0,28570.0,950.0,342.0,64.0,1777.0,15227.0,17927.0,46361.0,46.6,6008.0,26679.0,103.0,2.0,0.0,0.0,1.0,111.0,199.0,2.0,6.0,45.0,58.0,3.0,0.0,6.0,1.0,0.0,3.0,20.0,60.0,43.1219512195122
3395,85044,2W7ATgSmo2hnTM3e8081VA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85044,37993.0,16978.0,29788.0,2490.0,857.0,78.0,1499.0,18647.0,19346.0,70860.0,37.9,7969.0,29958.0,550.0,11.0,0.0,10.0,16.0,284.0,327.0,0.0,24.0,151.0,227.0,10.0,7.0,13.0,37.0,0.0,29.0,22.0,114.0,36.0
3396,85249,pvjPOBfYF2QbkqNY3xHC-A,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85249,36908.0,12281.0,29548.0,1532.0,238.0,42.0,1075.0,18012.0,18896.0,99118.0,37.2,11884.0,24987.0,772.0,17.0,0.0,0.0,25.0,763.0,333.0,0.0,12.0,77.0,427.0,13.0,2.0,0.0,41.0,12.0,60.0,14.0,529.0,43.1219512195122
3397,85027,oR0gq3wNyDrpDu1FQNtB3Q,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85027,37140.0,15117.0,29276.0,1124.0,549.0,90.0,2639.0,18850.0,18290.0,50427.0,32.8,8594.0,28479.0,1340.0,0.0,0.0,3.0,0.0,430.0,201.0,0.0,9.0,39.0,47.0,13.0,2.0,3.0,11.0,0.0,2.0,10.0,107.0,26.0
3398,85027,UlyCnc4_Suu2DSqYQSwkqQ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85027,37140.0,15117.0,29276.0,1124.0,549.0,90.0,2639.0,18850.0,18290.0,50427.0,32.8,8594.0,28479.0,1340.0,0.0,0.0,3.0,0.0,430.0,201.0,0.0,9.0,39.0,47.0,13.0,2.0,3.0,11.0,0.0,2.0,10.0,107.0,26.0
3399,85249,9kFKG-MyIEh5Fteb3-6Yxg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85249,36908.0,12281.0,29548.0,1532.0,238.0,42.0,1075.0,18012.0,18896.0,99118.0,37.2,11884.0,24987.0,772.0,17.0,0.0,0.0,25.0,763.0,333.0,0.0,12.0,77.0,427.0,13.0,2.0,0.0,41.0,12.0,60.0,14.0,529.0,43.1219512195122
3400,85043,hiIg34DNm_ZFhh-3-yZxdA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85043,30560.0,8240.0,14633.0,2844.0,648.0,35.0,10539.0,15068.0,15492.0,43895.0,25.7,11558.0,19001.0,100.0,13.0,6.0,0.0,40.0,53.0,183.0,1.0,2.0,11.0,15.0,34.0,0.0,0.0,11.0,0.0,1.0,14.0,141.0,21.0
3401,85044,R7-3MCD6_RL_VxN65yCh2Q,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85044,37993.0,16978.0,29788.0,2490.0,857.0,78.0,1499.0,18647.0,19346.0,70860.0,37.9,7969.0,29958.0,550.0,11.0,0.0,10.0,16.0,284.0,327.0,0.0,24.0,151.0,227.0,10.0,7.0,13.0,37.0,0.0,29.0,22.0,114.0,36.0
3402,85301,MHtCkdnO63-SQAFv11b2dQ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85301,60161.0,19748.0,31375.0,4846.0,1423.0,110.0,18649.0,29667.0,30494.0,27336.0,28.3,20106.0,39777.0,62.0,0.0,20.0,80.0,3.0,129.0,214.0,0.0,1.0,53.0,22.0,17.0,0.0,3.0,6.0,0.0,1.0,19.0,261.0,43.1219512195122
3403,85282,8jm_9vT-tGT-rFe-XckCqA,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85282,48671.0,21121.0,35999.0,3081.0,1581.0,303.0,3915.0,24983.0,23688.0,51129.0,30.6,8475.0,39875.0,371.0,7.0,0.0,12.0,52.0,403.0,246.0,1.0,14.0,138.0,227.0,25.0,1.0,14.0,23.0,5.0,25.0,25.0,193.0,43.1219512195122
3404,85255,RwjXkBVbNAs9AvcTZb_kDg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85255,37270.0,15299.0,34331.0,413.0,58.0,31.0,272.0,18148.0,19122.0,118618.0,45.0,8706.0,28463.0,506.0,2.0,0.0,9.0,0.0,329.0,139.0,0.0,3.0,70.0,235.0,4.0,2.0,4.0,37.0,8.0,16.0,12.0,75.0,43.1219512195122
3405,85206,ypo9QPXXTkpxzx8jGsxriA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85206,33154.0,15249.0,28570.0,950.0,342.0,64.0,1777.0,15227.0,17927.0,46361.0,46.6,6008.0,26679.0,103.0,2.0,0.0,0.0,1.0,111.0,199.0,2.0,6.0,45.0,58.0,3.0,0.0,6.0,1.0,0.0,3.0,20.0,60.0,43.1219512195122
3406,85353,Z54cYVtBf1ojSRsgBg-GHg,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85353,31011.0,8485.0,16392.0,2968.0,488.0,74.0,8904.0,15096.0,15915.0,56640.0,26.0,11502.0,19509.0,71.0,11.0,0.0,1.0,26.0,48.0,248.0,0.0,5.0,8.0,16.0,65.0,0.0,0.0,13.0,6.0,0.0,12.0,219.0,43.1219512195122
3407,85257,ZN8EHmoe4Xjy4q4Y8ROEfw,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85257,26755.0,12220.0,21929.0,602.0,680.0,42.0,2090.0,13307.0,13448.0,53552.0,40.1,4529.0,21987.0,78.0,0.0,0.0,6.0,18.0,135.0,117.0,0.0,11.0,40.0,49.0,3.0,0.0,0.0,1.0,0.0,7.0,35.0,57.0,43.1219512195122
3408,85302,4yvE2n-TqvByGmzXxLB28Q,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85302,36909.0,14074.0,26086.0,2535.0,786.0,109.0,4508.0,17806.0,19103.0,41660.0,35.3,9077.0,27173.0,141.0,16.0,0.0,17.0,9.0,229.0,277.0,0.0,9.0,98.0,75.0,4.0,0.0,8.0,5.0,0.0,2.0,21.0,464.0,43.1219512195122
3409,85202,XEHACBzEICqYouH1EgN1bA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85202,37275.0,15628.0,25419.0,2442.0,1865.0,231.0,4514.0,18547.0,18728.0,44702.0,31.5,8449.0,28752.0,148.0,9.0,0.0,3.0,40.0,245.0,216.0,1.0,15.0,46.0,134.0,8.0,1.0,4.0,26.0,7.0,13.0,42.0,214.0,43.1219512195122
3410,85255,z5TUgcA7lmicOxSpBx3QiQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85255,37270.0,15299.0,34331.0,413.0,58.0,31.0,272.0,18148.0,19122.0,118618.0,45.0,8706.0,28463.0,506.0,2.0,0.0,9.0,0.0,329.0,139.0,0.0,3.0,70.0,235.0,4.0,2.0,4.0,37.0,8.0,16.0,12.0,75.0,43.1219512195122
3411,85353,3slaRoID3wWUGcYaSE8EuA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85353,31011.0,8485.0,16392.0,2968.0,488.0,74.0,8904.0,15096.0,15915.0,56640.0,26.0,11502.0,19509.0,71.0,11.0,0.0,1.0,26.0,48.0,248.0,0.0,5.0,8.0,16.0,65.0,0.0,0.0,13.0,6.0,0.0,12.0,219.0,43.1219512195122
3412,85008,KfWRe_yMC0tDDGBgoPB37g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85008,56145.0,19676.0,30274.0,5360.0,2249.0,141.0,14909.0,29146.0,26999.0,34677.0,27.5,17187.0,38019.0,201.0,7.0,0.0,52.0,5.0,173.0,167.0,0.0,13.0,33.0,56.0,18.0,1.0,3.0,23.0,1.0,15.0,13.0,76.0,51.0
3413,85248,80iCyJfD8tipNYj34FYLxw,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85248,29821.0,14147.0,25524.0,801.0,829.0,16.0,359.0,13931.0,15890.0,66614.0,59.0,4402.0,25405.0,640.0,9.0,0.0,2.0,3.0,294.0,167.0,0.0,2.0,91.0,317.0,11.0,10.0,0.0,22.0,0.0,25.0,20.0,87.0,43.1219512195122
3414,85248,AP8M6IbVLT7puFY1XZNYZQ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85248,29821.0,14147.0,25524.0,801.0,829.0,16.0,359.0,13931.0,15890.0,66614.0,59.0,4402.0,25405.0,640.0,9.0,0.0,2.0,3.0,294.0,167.0,0.0,2.0,91.0,317.0,11.0,10.0,0.0,22.0,0.0,25.0,20.0,87.0,43.1219512195122
3415,85345,KkmSbkWOWC3DtY-Sxa9PmQ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85345,56208.0,20520.0,41192.0,2783.0,924.0,83.0,7756.0,26873.0,29335.0,46746.0,35.1,15168.0,40608.0,123.0,0.0,0.0,3.0,29.0,141.0,381.0,0.0,12.0,51.0,91.0,28.0,0.0,0.0,12.0,3.0,2.0,46.0,358.0,43.1219512195122
3416,85205,x5iQFVJkFl7fSXC6uVjwPw,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85205,39858.0,17271.0,34763.0,953.0,434.0,86.0,1978.0,18763.0,21095.0,46055.0,47.8,7972.0,31542.0,80.0,4.0,0.0,11.0,6.0,73.0,191.0,0.0,5.0,44.0,42.0,0.0,3.0,0.0,7.0,0.0,3.0,17.0,40.0,43.1219512195122
3417,85202,zrMGL9riavdJR4olXaACOQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85202,37275.0,15628.0,25419.0,2442.0,1865.0,231.0,4514.0,18547.0,18728.0,44702.0,31.5,8449.0,28752.0,148.0,9.0,0.0,3.0,40.0,245.0,216.0,1.0,15.0,46.0,134.0,8.0,1.0,4.0,26.0,7.0,13.0,42.0,214.0,43.1219512195122
3418,85301,0tAJwKKzYBVDCrgiQiQS9Q,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85301,60161.0,19748.0,31375.0,4846.0,1423.0,110.0,18649.0,29667.0,30494.0,27336.0,28.3,20106.0,39777.0,62.0,0.0,20.0,80.0,3.0,129.0,214.0,0.0,1.0,53.0,22.0,17.0,0.0,3.0,6.0,0.0,1.0,19.0,261.0,43.1219512195122
3419,85014,FdrZJQL_FYKqR96L05gzcg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85014,24782.0,11766.0,16713.0,1597.0,1477.0,34.0,3476.0,12685.0,12097.0,43682.0,36.2,5299.0,19202.0,100.0,1.0,0.0,28.0,2.0,78.0,106.0,0.0,5.0,40.0,33.0,4.0,1.0,0.0,7.0,4.0,3.0,12.0,51.0,60.0
3420,85018,H45fQ69_8DpWz-yB9oPhhw,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85018,36065.0,16763.0,29523.0,1194.0,741.0,44.0,2739.0,17821.0,18244.0,56653.0,40.2,7651.0,28347.0,149.0,1.0,0.0,2.0,5.0,222.0,108.0,1.0,7.0,45.0,72.0,2.0,0.0,1.0,8.0,0.0,9.0,13.0,42.0,52.0
3421,85284,u92upJ5hzfE50tM90-iU0w,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85284,16479.0,6162.0,14073.0,329.0,93.0,14.0,308.0,8134.0,8345.0,113370.0,45.1,3790.0,12672.0,382.0,0.0,0.0,1.0,7.0,417.0,74.0,0.0,12.0,56.0,73.0,1.0,1.0,8.0,75.0,5.0,35.0,5.0,74.0,43.1219512195122
3422,85143,ajQQsRF1efdIKCscNw0jEg,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85143,35015.0,10985.0,27005.0,2168.0,454.0,137.0,2948.0,17198.0,17817.0,59390.0,29.8,12536.0,22479.0,56.0,3.0,0.0,0.0,2.0,81.0,342.0,1.0,2.0,32.0,20.0,24.0,0.0,0.0,12.0,0.0,2.0,12.0,89.0,43.1219512195122
3423,85020,RQTatUj2f9Nz9JViTH4aAQ,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85020,32850.0,15114.0,25739.0,1197.0,677.0,42.0,3480.0,16163.0,16687.0,48257.0,41.2,6686.0,25754.0,166.0,0.0,0.0,6.0,7.0,145.0,134.0,0.0,1.0,63.0,44.0,10.0,1.0,0.0,2.0,8.0,2.0,7.0,58.0,52.0
3424,85224,ygfDU5XZDt_S_p2JOusGVA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85224,42796.0,17436.0,32320.0,2028.0,773.0,48.0,3012.0,21001.0,21795.0,64694.0,34.4,9502.0,33102.0,628.0,17.0,0.0,11.0,63.0,493.0,510.0,7.0,21.0,128.0,174.0,19.0,4.0,4.0,107.0,8.0,37.0,45.0,459.0,43.1219512195122
3425,85258,XqSN1PtZkJ6QorOUa9AAdA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85258,23342.0,12022.0,21753.0,261.0,81.0,18.0,176.0,10919.0,12423.0,77892.0,53.3,3251.0,20064.0,202.0,5.0,0.0,1.0,0.0,132.0,66.0,0.0,5.0,80.0,76.0,3.0,0.0,0.0,19.0,5.0,12.0,5.0,18.0,43.1219512195122
3426,85326,JrdhLSVQZ4VunqM4IZko3w,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85326,51705.0,14237.0,33278.0,3433.0,979.0,98.0,11244.0,28346.0,23359.0,53694.0,30.3,15983.0,30615.0,48.0,0.0,0.0,0.0,31.0,37.0,278.0,0.0,2.0,26.0,49.0,27.0,1.0,0.0,5.0,17.0,0.0,31.0,98.0,43.1219512195122
3427,85250,0QiXMQroT9V6ByBLehufgw,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85250,15906.0,8178.0,14624.0,208.0,87.0,19.0,302.0,7286.0,8620.0,63538.0,47.4,2164.0,13714.0,69.0,1.0,0.0,9.0,0.0,75.0,45.0,0.0,1.0,29.0,41.0,4.0,0.0,1.0,0.0,0.0,1.0,5.0,21.0,43.1219512195122
3428,85281,SvNzj0dE6UMFfp55bIze_A,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85281,57348.0,22071.0,39671.0,3148.0,1739.0,170.0,6243.0,31214.0,26134.0,31921.0,23.5,7139.0,40763.0,1238.0,40.0,0.0,9.0,45.0,1216.0,268.0,0.0,38.0,141.0,333.0,26.0,9.0,18.0,48.0,19.0,140.0,41.0,254.0,43.1219512195122
3429,85281,CpJRzbebSyHwOFNsOixK1w,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85281,57348.0,22071.0,39671.0,3148.0,1739.0,170.0,6243.0,31214.0,26134.0,31921.0,23.5,7139.0,40763.0,1238.0,40.0,0.0,9.0,45.0,1216.0,268.0,0.0,38.0,141.0,333.0,26.0,9.0,18.0,48.0,19.0,140.0,41.0,254.0,43.1219512195122
3430,85248,uO-jz7dBD1pzu17V_RIVLw,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85248,29821.0,14147.0,25524.0,801.0,829.0,16.0,359.0,13931.0,15890.0,66614.0,59.0,4402.0,25405.0,640.0,9.0,0.0,2.0,3.0,294.0,167.0,0.0,2.0,91.0,317.0,11.0,10.0,0.0,22.0,0.0,25.0,20.0,87.0,43.1219512195122
3431,85301,8fBmyHKbrqCDLD9at83EgQ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85301,60161.0,19748.0,31375.0,4846.0,1423.0,110.0,18649.0,29667.0,30494.0,27336.0,28.3,20106.0,39777.0,62.0,0.0,20.0,80.0,3.0,129.0,214.0,0.0,1.0,53.0,22.0,17.0,0.0,3.0,6.0,0.0,1.0,19.0,261.0,43.1219512195122
