,zipcode,business_id,Mexican,American (Traditional),Pizza,American (New),Burgers,Italian,Chinese,Salad,Sports Bars,Seafood,Japanese,Barbeque,Mediterranean,Sushi Bars,Asian Fusion,Steakhouses,Greek,Tex-Mex,Thai,Vietnamese,Indian,Middle Eastern,Southern,Latin American,Hawaiian,Korean,French,Caribbean,Pakistani,Ramen,New Mexican Cuisine,Modern European,Spanish,African,Cantonese,Persian/Iranian,Filipino,Cuban,Mongolian,Lebanese,Polish,Taiwanese,German,Turkish,Ethiopian,Brazilian,Afghan,zipcode,total_pop,occupied_housing_units,white_pop,afam_pop,amindian_pop,asian_pop,hawaiian_pop,other_race,male,female,median_income,median_age,under_18,above_18,walkscore
551,85004,yRvmDKX-Ocgd8zq_iMgujA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85004,4965.0,2195.0,3265.0,432.0,201.0,132.0,6.0,740.0,2646.0,2319.0,34595.0,30.8,538.0,3258.0,78.0
552,85034,anNJCzaHEGruOM9txX1SFQ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85034,5582.0,1629.0,2850.0,636.0,202.0,59.0,3.0,1627.0,3014.0,2568.0,24046.0,31.7,1713.0,3201.0,61.0
553,85032,zLsgXEuw0jaiQgZmLWUtFA,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85032,65485.0,25991.0,51453.0,1821.0,846.0,1809.0,118.0,7502.0,32618.0,32867.0,48608.0,35.2,15539.0,49191.0,48.0
554,85006,F8K9XTK3WN0i4G_EIXzY9g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85006,25742.0,8565.0,13463.0,1305.0,751.0,266.0,35.0,8935.0,13315.0,12427.0,29903.0,29.3,8003.0,17095.0,64.0
555,85024,ApGoh8IzayBp0bnNZ3WDQQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85024,22898.0,9452.0,19856.0,554.0,187.0,813.0,52.0,704.0,11107.0,11791.0,68557.0,34.7,5438.0,17437.0,22.0
556,85022,mir6XNWwGueIvagxKAtYeA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85022,46395.0,20596.0,37995.0,1738.0,714.0,1446.0,54.0,3100.0,22366.0,24029.0,48600.0,38.2,9625.0,36653.0,42.0
557,85034,ZLRI8ZjrzEm5fRW-ahGz_g,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85034,5582.0,1629.0,2850.0,636.0,202.0,59.0,3.0,1627.0,3014.0,2568.0,24046.0,31.7,1713.0,3201.0,61.0
558,85034,rbnu5j2ngn2EeKoqLtnB2g,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85034,5582.0,1629.0,2850.0,636.0,202.0,59.0,3.0,1627.0,3014.0,2568.0,24046.0,31.7,1713.0,3201.0,61.0
559,85043,IlEyOZ_6dUuhrDqpMN2GXw,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85043,30560.0,8240.0,14633.0,2844.0,648.0,672.0,35.0,10539.0,15068.0,15492.0,43895.0,25.7,11558.0,19001.0,21.0
560,85041,z4ZaBiHsVsxiF8SAv1Asag,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85041,54947.0,15395.0,25122.0,7831.0,1333.0,1501.0,111.0,16570.0,27099.0,27848.0,47199.0,28.0,18853.0,36072.0,38.0
561,85044,TVYJx5iUkLJFiuiXc8rxEQ,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85044,37993.0,16978.0,29788.0,2490.0,857.0,1890.0,78.0,1499.0,18647.0,19346.0,70860.0,37.9,7969.0,29958.0,36.0
562,85032,3aJqrnY4u86F5-Fn_vAy-g,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85032,65485.0,25991.0,51453.0,1821.0,846.0,1809.0,118.0,7502.0,32618.0,32867.0,48608.0,35.2,15539.0,49191.0,48.0
563,85032,LJM2jAOEnCIV2RqtC23ApA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85032,65485.0,25991.0,51453.0,1821.0,846.0,1809.0,118.0,7502.0,32618.0,32867.0,48608.0,35.2,15539.0,49191.0,48.0
564,85007,KJvZluqXwIa3H_Glq907vA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85007,14040.0,4811.0,7374.0,1880.0,440.0,313.0,17.0,3479.0,7490.0,6550.0,27557.0,35.0,3652.0,8906.0,60.0
565,85033,9MMxOuaRpef7ckyH4WupcQ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85033,53037.0,13573.0,28819.0,2716.0,920.0,444.0,67.0,18109.0,26504.0,26533.0,35571.0,25.0,20177.0,32843.0,43.0
566,85018,a4L-Fy0agN3RNM7O49bIHA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85018,36065.0,16763.0,29523.0,1194.0,741.0,721.0,44.0,2739.0,17821.0,18244.0,56653.0,40.2,7651.0,28347.0,52.0
567,85040,RJETnHYxNV_2iPWDesBFRA,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85040,29352.0,8666.0,10315.0,6054.0,732.0,439.0,153.0,10354.0,14881.0,14471.0,32133.0,27.5,10096.0,19186.0,44.0
568,85004,X2Oyu9kYV-pklp_lpc5CYQ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85004,4965.0,2195.0,3265.0,432.0,201.0,132.0,6.0,740.0,2646.0,2319.0,34595.0,30.8,538.0,3258.0,78.0
569,85032,-LVpf-mKjrWT51JgCY3gRQ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85032,65485.0,25991.0,51453.0,1821.0,846.0,1809.0,118.0,7502.0,32618.0,32867.0,48608.0,35.2,15539.0,49191.0,48.0
570,85032,rqS1ywhjBrxJrVNri7pfXA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85032,65485.0,25991.0,51453.0,1821.0,846.0,1809.0,118.0,7502.0,32618.0,32867.0,48608.0,35.2,15539.0,49191.0,48.0
571,85020,jom1Jo6Uufn64Rz6payYSg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85020,32850.0,15114.0,25739.0,1197.0,677.0,697.0,42.0,3480.0,16163.0,16687.0,48257.0,41.2,6686.0,25754.0,52.0
572,85034,QOY3Tpm_-7-8px8jqibz4A,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85034,5582.0,1629.0,2850.0,636.0,202.0,59.0,3.0,1627.0,3014.0,2568.0,24046.0,31.7,1713.0,3201.0,61.0
573,85015,-jKhfsXol4FxbRjK8aUsLA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85015,37644.0,13420.0,22310.0,3153.0,1893.0,1962.0,113.0,6497.0,19013.0,18631.0,30661.0,30.5,11365.0,26089.0,53.0
574,85035,U6eg7zI-0TosgVvmrOtlZg,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85035,47486.0,12592.0,20665.0,2739.0,1087.0,429.0,67.0,20614.0,23606.0,23880.0,34636.0,24.5,17749.0,29729.0,41.0
575,85034,1mkDrJRu3VABKy95gxD-Hg,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85034,5582.0,1629.0,2850.0,636.0,202.0,59.0,3.0,1627.0,3014.0,2568.0,24046.0,31.7,1713.0,3201.0,61.0
576,85016,GmLkyWb_zYrTEp1SpWxHIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85016,33896.0,15969.0,24248.0,1625.0,1265.0,989.0,36.0,4491.0,16976.0,16920.0,51245.0,37.5,6915.0,26737.0,57.0
577,85041,pNSHrFBlwWgTY9es9sdEWA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85041,54947.0,15395.0,25122.0,7831.0,1333.0,1501.0,111.0,16570.0,27099.0,27848.0,47199.0,28.0,18853.0,36072.0,38.0
578,85009,qeQDbldV5n-wUu9zflp01w,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85009,52520.0,12153.0,24795.0,2534.0,1385.0,249.0,39.0,21650.0,28808.0,23712.0,23302.0,25.6,17094.0,28366.0,46.0
579,85022,5cFGfnrVgmK-jqQWlq1Xrg,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85022,46395.0,20596.0,37995.0,1738.0,714.0,1446.0,54.0,3100.0,22366.0,24029.0,48600.0,38.2,9625.0,36653.0,42.0
580,85022,lOYwF4VUJKe2BJ0i7zZeYQ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85022,46395.0,20596.0,37995.0,1738.0,714.0,1446.0,54.0,3100.0,22366.0,24029.0,48600.0,38.2,9625.0,36653.0,42.0
581,85032,2OkYkQRItlqbKw9Mz7flCA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85032,65485.0,25991.0,51453.0,1821.0,846.0,1809.0,118.0,7502.0,32618.0,32867.0,48608.0,35.2,15539.0,49191.0,48.0
582,85007,XVseYWpl0pFWgFybZEpKug,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85007,14040.0,4811.0,7374.0,1880.0,440.0,313.0,17.0,3479.0,7490.0,6550.0,27557.0,35.0,3652.0,8906.0,60.0
583,85004,lYdSqzUmxYZc136Hyf-zSA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85004,4965.0,2195.0,3265.0,432.0,201.0,132.0,6.0,740.0,2646.0,2319.0,34595.0,30.8,538.0,3258.0,78.0
584,85020,vVOoL5H8Fr-qlQv-_DdoMA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85020,32850.0,15114.0,25739.0,1197.0,677.0,697.0,42.0,3480.0,16163.0,16687.0,48257.0,41.2,6686.0,25754.0,52.0
585,85024,5WtKBzHv1mL2-w1wcz3kpw,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85024,22898.0,9452.0,19856.0,554.0,187.0,813.0,52.0,704.0,11107.0,11791.0,68557.0,34.7,5438.0,17437.0,22.0
586,85003,YPavuOh2XsnRbLfl0DH2lQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85003,9369.0,3900.0,5931.0,1024.0,252.0,114.0,22.0,1696.0,5844.0,3525.0,45615.0,31.7,1474.0,5987.0,73.0
587,85012,jAsvKe4-SteA-ZgyfVPoTQ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85012,6390.0,3139.0,5013.0,364.0,185.0,168.0,5.0,464.0,3338.0,3052.0,55542.0,41.9,1014.0,5113.0,66.0
588,85003,RSEWEofaXj5W29C-WuFq4Q,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85003,9369.0,3900.0,5931.0,1024.0,252.0,114.0,22.0,1696.0,5844.0,3525.0,45615.0,31.7,1474.0,5987.0,73.0
589,85015,Gx7QwMumpIEw9q2G0JGi8A,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85015,37644.0,13420.0,22310.0,3153.0,1893.0,1962.0,113.0,6497.0,19013.0,18631.0,30661.0,30.5,11365.0,26089.0,53.0
590,85032,z42ByZ6dXpW7hkNfJw2HFQ,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85032,65485.0,25991.0,51453.0,1821.0,846.0,1809.0,118.0,7502.0,32618.0,32867.0,48608.0,35.2,15539.0,49191.0,48.0
591,85034,iiuEt92eGGy_fTvywsTBbA,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85034,5582.0,1629.0,2850.0,636.0,202.0,59.0,3.0,1627.0,3014.0,2568.0,24046.0,31.7,1713.0,3201.0,61.0
592,85007,uP_mkj1Z3aQ3MY2oNgId3Q,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85007,14040.0,4811.0,7374.0,1880.0,440.0,313.0,17.0,3479.0,7490.0,6550.0,27557.0,35.0,3652.0,8906.0,60.0
593,85043,OYxzmfSSN6Vv2-qomtDPNw,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85043,30560.0,8240.0,14633.0,2844.0,648.0,672.0,35.0,10539.0,15068.0,15492.0,43895.0,25.7,11558.0,19001.0,21.0
594,85016,WK6uBV2eSqb2wwEwXoFfNg,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85016,33896.0,15969.0,24248.0,1625.0,1265.0,989.0,36.0,4491.0,16976.0,16920.0,51245.0,37.5,6915.0,26737.0,57.0
595,85048,HhFsbbmmEg6vgjXnRJ70HQ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85048,33449.0,12613.0,27017.0,1548.0,356.0,2333.0,68.0,900.0,16411.0,17038.0,98382.0,39.1,8940.0,24475.0,43.1219512195122
596,85022,wOfoU-QWGudP8kmBDNwQnA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85022,46395.0,20596.0,37995.0,1738.0,714.0,1446.0,54.0,3100.0,22366.0,24029.0,48600.0,38.2,9625.0,36653.0,42.0
597,85041,5aylLvgZVtI8H59uSClfxg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85041,54947.0,15395.0,25122.0,7831.0,1333.0,1501.0,111.0,16570.0,27099.0,27848.0,47199.0,28.0,18853.0,36072.0,38.0
598,85027,jlF81N1Hr9tANTfMSRWsLA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85027,37140.0,15117.0,29276.0,1124.0,549.0,2271.0,90.0,2639.0,18850.0,18290.0,50427.0,32.8,8594.0,28479.0,26.0
599,85016,gTp2D6nicDdWjKJH8EI-sA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85016,33896.0,15969.0,24248.0,1625.0,1265.0,989.0,36.0,4491.0,16976.0,16920.0,51245.0,37.5,6915.0,26737.0,57.0
600,85016,jlviy68buL1X2UADI-Lnlw,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85016,33896.0,15969.0,24248.0,1625.0,1265.0,989.0,36.0,4491.0,16976.0,16920.0,51245.0,37.5,6915.0,26737.0,57.0
601,85034,PmQqj0wAnraXPuPSZCzEZQ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85034,5582.0,1629.0,2850.0,636.0,202.0,59.0,3.0,1627.0,3014.0,2568.0,24046.0,31.7,1713.0,3201.0,61.0
602,85020,ZynSNEGuPvGCj3eYIaLPlQ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85020,32850.0,15114.0,25739.0,1197.0,677.0,697.0,42.0,3480.0,16163.0,16687.0,48257.0,41.2,6686.0,25754.0,52.0
603,85032,-jghjupgk9DVw5M-dCr3mw,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85032,65485.0,25991.0,51453.0,1821.0,846.0,1809.0,118.0,7502.0,32618.0,32867.0,48608.0,35.2,15539.0,49191.0,48.0
604,85050,u12UCVo-zyFTX2Nxf_n63A,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85050,25736.0,10198.0,22740.0,458.0,105.0,1266.0,14.0,520.0,12307.0,13429.0,82529.0,37.6,6602.0,19024.0,22.0
605,85031,Td-BWJz63qIsyxWO97Kwug,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85031,30493.0,7612.0,14552.0,1586.0,559.0,258.0,39.0,12343.0,15278.0,15215.0,23832.0,25.1,11373.0,19093.0,48.0
606,85048,CIdGsPSUgrLBzSaI72qisQ,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85048,33449.0,12613.0,27017.0,1548.0,356.0,2333.0,68.0,900.0,16411.0,17038.0,98382.0,39.1,8940.0,24475.0,43.1219512195122
607,85022,SLY4dDpyYJW003VCTnEReA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85022,46395.0,20596.0,37995.0,1738.0,714.0,1446.0,54.0,3100.0,22366.0,24029.0,48600.0,38.2,9625.0,36653.0,42.0
608,85050,_E6j0AVb3lkLBLzvPHInXA,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85050,25736.0,10198.0,22740.0,458.0,105.0,1266.0,14.0,520.0,12307.0,13429.0,82529.0,37.6,6602.0,19024.0,22.0
609,85004,oB2_XXYG9c8bgJL9sFP3DQ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85004,4965.0,2195.0,3265.0,432.0,201.0,132.0,6.0,740.0,2646.0,2319.0,34595.0,30.8,538.0,3258.0,78.0
610,85008,sZq-qUvoLgYxlDmIcxYWDg,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85008,56145.0,19676.0,30274.0,5360.0,2249.0,894.0,141.0,14909.0,29146.0,26999.0,34677.0,27.5,17187.0,38019.0,51.0
611,85022,lsTDUrYbsLHrEEkwOEZanA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85022,46395.0,20596.0,37995.0,1738.0,714.0,1446.0,54.0,3100.0,22366.0,24029.0,48600.0,38.2,9625.0,36653.0,42.0
612,85037,Q85C-Y6nMrKekLa-kCN8tw,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85037,44771.0,12774.0,23343.0,3556.0,763.0,1349.0,70.0,13683.0,22244.0,22527.0,50224.0,26.8,15662.0,29079.0,29.0
613,85006,Sv1XtPN-utoenqdIn9ZMyQ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85006,25742.0,8565.0,13463.0,1305.0,751.0,266.0,35.0,8935.0,13315.0,12427.0,29903.0,29.3,8003.0,17095.0,64.0
614,85022,88cKxCOOHIonIa44yVPDmQ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85022,46395.0,20596.0,37995.0,1738.0,714.0,1446.0,54.0,3100.0,22366.0,24029.0,48600.0,38.2,9625.0,36653.0,42.0
615,85053,nZZaLSXkCBYRri9ZfVOgyw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,85053,28480.0,10854.0,22679.0,1214.0,481.0,617.0,46.0,2445.0,14379.0,14101.0,47387.0,35.0,6983.0,21355.0,46.0
616,85014,ALwfJk1g56dz8ehgYJNrdg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85014,24782.0,11766.0,16713.0,1597.0,1477.0,499.0,34.0,3476.0,12685.0,12097.0,43682.0,36.2,5299.0,19202.0,60.0
617,85018,mIZRTk10-YmWRVaxhC1hjg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,85018,36065.0,16763.0,29523.0,1194.0,741.0,721.0,44.0,2739.0,17821.0,18244.0,56653.0,40.2,7651.0,28347.0,52.0
618,85034,24_Pq3XFLzfWbq0laKjLbA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85034,5582.0,1629.0,2850.0,636.0,202.0,59.0,3.0,1627.0,3014.0,2568.0,24046.0,31.7,1713.0,3201.0,61.0
619,85027,cq6SQkWKVT3TH-6YzGFn4g,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85027,37140.0,15117.0,29276.0,1124.0,549.0,2271.0,90.0,2639.0,18850.0,18290.0,50427.0,32.8,8594.0,28479.0,26.0
620,85008,_nmOWqgx_KdLrj5pehDQmg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,85008,56145.0,19676.0,30274.0,5360.0,2249.0,894.0,141.0,14909.0,29146.0,26999.0,34677.0,27.5,17187.0,38019.0,51.0
